URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://idg-rlp.de/fhir/tumorkonferenzen/ValueSet/obds-op-komplikation-vs,0.1.0,draft,,ObdsOpKomplikationVS,oBDS Operation Komplikation Value Set,"Komplikation gemäß Vorgabe oBDS.","StructureDefinition/operation","Internal,de.basisprofil.r4"
http://idg-rlp.de/fhir/tumorkonferenzen/ValueSet/obds-strahlentherapie-intention-vs,0.1.0,draft,,ObdsStrahlentherapieIntentionVS,Intention der Strahlentherapie,"Die Intention der Strahlentherapie",,"Internal"
http://idg-rlp.de/fhir/tumorkonferenzen/ValueSet/perineurale-invasion-vs,0.1.0,draft,,PerineuraleInvasionVS,Perineurale Invasion ValueSet,"PerineuraleInvasionVS","StructureDefinition/TNMPnKategorie","Internal"
http://idg-rlp.de/fhir/tumorkonferenzen/ValueSet/pos-neg-nask-vs,0.1.0,draft,,PosNegNaskVS,PosNegNask,"PosNegNask","StructureDefinition/familienanamnese-drop-down","THO (V3),SCT"
http://idg-rlp.de/fhir/tumorkonferenzen/ValueSet/tnm-distant-metastases-category-max-vs,0.1.0,draft,,TNMDistantMetastasesCategoryMaxVS,TNM Distant Metastases Maximum Value Set,"Values for TNM distant metastases category must be selected from this value set, which includes all codes from UICC and all codes from TNMDistantMetastasesCategoryVS.",,"Internal"
http://idg-rlp.de/fhir/tumorkonferenzen/ValueSet/tnm-distant-metastases-category-vs,0.1.0,draft,,TNMDistantMetastasesCategoryVS,TNM Distant Metastases Category Value Set,"Result values for M category. This value set contains SNOMED-CT equivalents of UICC codes for the M category, according to TNM staging rules.","ValueSet/tnm-distant-metastases-category-max-vs","SCT"
http://idg-rlp.de/fhir/tumorkonferenzen/ValueSet/tnm-distant-metastases-staging-type-vs,0.1.0,draft,,TNMDistantMetastasesStagingTypeVS,TNM Distant Metastases Staging Type Value Set,"Identifying codes for the type of cancer staging performed, i.e., clinical, pathological, or other, for distant metastases (M) staging observation.","StructureDefinition/tnm-distant-metastases-category","LOINC"
http://idg-rlp.de/fhir/tumorkonferenzen/ValueSet/tnm-primary-tumor-category-max-vs,0.1.0,draft,,TNMPrimaryTumorCategoryMaxVS,TNM Primary Tumor Maximum Value Set,"Values for TNM primary tumor category must be selected from this value set, which includes all codes from UICC and all codes from TNMPrimaryTumorCategoryVS.",,"Internal"
http://idg-rlp.de/fhir/tumorkonferenzen/ValueSet/tnm-primary-tumor-category-vs,0.1.0,draft,,TNMPrimaryTumorCategoryVS,TNM Primary Tumor Category Value Set,"Result values for T category. This value set contains SNOMED-CT equivalents of UICC codes for the T category, according to TNM staging rules.","ValueSet/tnm-primary-tumor-category-max-vs,StructureDefinition/tnm-primary-tumor-category","SCT"
http://idg-rlp.de/fhir/tumorkonferenzen/ValueSet/tnm-primary-tumor-staging-type-vs,0.1.0,draft,,TNMPrimaryTumorStagingTypeVS,TNM Primary Tumor Staging Type Value Set,"Identifying codes for the type of cancer staging performed, i.e., clinical, pathological, or other, for primary tumor (T) staging observation.","StructureDefinition/tnm-primary-tumor-category","LOINC"
http://idg-rlp.de/fhir/tumorkonferenzen/ValueSet/tnm-regional-nodes-category-max-vs,0.1.0,draft,,TNMRegionalNodesCategoryMaxVS,TNM Regional Nodes Maximum Value Set,"Values for TNM regional nodes category must be selected from this value set, which includes all codes from UICC and all codes from TNMRegionalNodesCategoryVS.",,"Internal"
http://idg-rlp.de/fhir/tumorkonferenzen/ValueSet/tnm-regional-nodes-category-vs,0.1.0,draft,,TNMRegionalNodesCategoryVS,TNM Regional Nodes Category Value Set,"Result values for N category. This value set contains SNOMED-CT equivalents of UICC codes for the N category, according to TNM staging rules.","ValueSet/tnm-regional-nodes-category-max-vs,StructureDefinition/tnm-regional-nodes-category","SCT"
http://idg-rlp.de/fhir/tumorkonferenzen/ValueSet/tnm-regional-nodes-staging-type-vs,0.1.0,draft,,TNMRegionalNodesStagingTypeVS,TNM Regional Nodes Staging Type Value Set,"Identifying codes for the type of cancer staging performed, i.e., clinical, pathological, or other, for regional nodes (N) staging observation.","StructureDefinition/tnm-regional-nodes-category","LOINC"
http://idg-rlp.de/fhir/tumorkonferenzen/ValueSet/tnm-stage-group-max-vs,0.1.0,draft,,TNMStageGroupMaxVS,TNM Stage Group Maximum Value Set,"Values for TNM stage group must be selected from this value set, which includes all codes from UICC and all codes from TNMStageGroupVS.",,"Internal"
http://idg-rlp.de/fhir/tumorkonferenzen/ValueSet/tnm-stage-group-staging-type-vs,0.1.0,draft,,TNMStageGroupStagingTypeVS,TNM Stage Group Staging Type Value Set,"Identifying codes for the type of cancer staging performed, i.e., clinical, pathological, or other, for the stage group observation.","StructureDefinition/tnm-stage-group","LOINC"
http://idg-rlp.de/fhir/tumorkonferenzen/ValueSet/tnm-stage-group-vs,0.1.0,draft,,TNMStageGroupVS,TNM Stage Group Value Set,"Result values for cancer stage group using TNM staging. This value set contains SNOMED-CT equivalents of UICC codes for Stage Group, according to TNM staging rules.","ValueSet/tnm-stage-group-max-vs","SCT"
http://idg-rlp.de/fhir/tumorkonferenzen/ValueSet/tnm-staging-method-vs,0.1.0,draft,,TNMStagingMethodVS,TNM Staging Method Value Set,"Method used for TNM staging, e.g., UICC 6th, 7th, or 8th edition.","StructureDefinition/tnm-distant-metastases-category,StructureDefinition/tnm-stage-group,StructureDefinition/tnm-regional-nodes-category,StructureDefinition/tnm-primary-tumor-category","SCT"
http://idg-rlp.de/fhir/tumorkonferenzen/ValueSet/tumorsituation-vs,0.1.0,draft,,TumorsituationVS,Tumorsituation ValueSet,"ValueSet für die Tumorsituation mit den Codes ED, LR, M, TV, S.","StructureDefinition/tumorsituation","Internal"
http://idg-rlp.de/fhir/tumorkonferenzen/ValueSet/veneninvasion-vs,0.1.0,draft,,VeneninvasionVS,Veneninvasion ValueSet,"VeneninvasionVS","StructureDefinition/TNMVKategorie","Internal"
